,post_title,use_case,data_category,related_data_sets,data_provider
1852,IT Central Station Demand Generation,,,,IT Central Station
1853,IT Data Union Business List,,,,IT Data Union
1854,IT Data Union Data Appending,,,,IT Data Union
1855,IT Data Union Technology List,,,,IT Data Union
1856,Ito World Design Services,,,,Ito World
1857,Ito World Ito Transit Data,,,,Ito World
1858,Ito World Ito Transit Hub,,,,Ito World
1859,IVC Data and Insight IVC Online,,,,IVC Data and Insight
1860,J.D Power Autodata Solutions,,,,J.D Power
1861,J.D Power Helix,,,,J.D Power
1862,J.D Power Power Information Network® (PIN),,,,J.D Power
1863,J.D Power Valuation Services,,,,J.D Power
1864,Jamals Yellow Pages of Pakistan Jamals Directories,,,,Jamals Yellow Pages of Pakistan
1865,Jankari Consulting Tur-key 360,,,,Jankari Consulting
1866,Japan Credit Rating Agency Ltd. J-CRIS,,,,Japan Credit Rating Agency Ltd.
1867,Japan Credit Rating Agency Ltd. Rating Eye,,,,Japan Credit Rating Agency Ltd.
1868,JCR Eurasia Rating Credit Rating,,,,JCR Eurasia Rating
1869,JCR Eurasia Rating Issue Rating,,,,JCR Eurasia Rating
1870,JCR Eurasia Rating Structured Finances,,,,JCR Eurasia Rating
1871,Jefferies Equities,,,,Jefferies
1872,Jefferies Fixed Income,,,,Jefferies
1873,Jefferies Investment Banking,,,,Jefferies
1874,Jefferies Wealth Management,,,,Jefferies
1875,Jettrack Data APIs,,,,Jettrack
1876,Jiguang Big Data,,,,Jiguang
1877,Job Abstracts Job Listing Data,,,,Job Abstracts
1878,JobsIQ by AnalyticsIQ - Consumer Employment Data USA - 241M Individuals,",Targeted Marketing","Demographic Data,,Marketing Attribution Data,Individual Data","MotivatorIQ by AnalyticsIQ - Consumer Purchase Intent Data USA - 241M Individuals         by AnalyticsIQ      ,Adstra Consumer | Consumer Data USA, Canada, Australia (232M individuals and 300 data elements)        by Adstra      ,Blue Mail Media's Consumer Demographic Data - Employment Data, Age Data, Gender Data.        by Blue Mail Media      ,Multimedia Lists Consumer Audience Data USA (245 Million Individuals)         by Multimedia Lists      ",AnalyticsIQ
1879,Kabbage SBRI,,,,Kabbage
1880,Kadaster Data,,,,Kadaster
1881,Kantar Media Audience Measurement,,,,Kantar Media
1882,Kantar Media Content Distribution,,,,Kantar Media
1883,Kantar Media Paid Search Intelligence,,,,Kantar Media
1884,Kantar Media Social Engagement,,,,Kantar Media
1885,Kantar Media TGI Consumer Data,,,,Kantar Media
1886,KHIPU Networks Cyber Security Services,,,,KHIPU Networks
1887,Kochava Collective - App Usage Data in APAC,,"App Data,IP Data,Online/Mobile Data","Kochava Collective - App Usage Data USA         by Kochava Collective      ,App Usage Data APAC - Installed Apps & App Session (1st Party Data w/52M records)        by AI Keyboard      ,Kochava Collective - App Usage Data in LATAM        by Kochava Collective      ,Data Collection | Online Data Collection | Image Data Collection | Text Data Collection |        by GBSN Research      ",kochava collective
1888,Kochava Collective - App Usage Data USA,,"App Data,IP Data,Online/Mobile Data","Kochava Collective - App Usage Data in APAC         by Kochava Collective      ,App Usage Data APAC - Installed Apps & App Session (1st Party Data w/52M records)        by AI Keyboard      ,Kochava Collective - App Usage Data in LATAM        by Kochava Collective      ,Complementics Mobile Application Usage Data        by Complementics      ",kochava collective
1889,Kochava Collective - Global Behavior Interest Data,,,,kochava collective
1890,Kochava Collective - Global Demographic Data matched to Device IDs,Targeted Marketing,"Demographic Data,Location Data,Online/Mobile Data","Kochava Collective - Global Devices matched to Carrier Data        by Kochava Collective      ,Kochava Collective - Hashed Emails matched to Devices Globally         by Kochava Collective      ,Demografy's Consumer Demographics Prediction        by Demografy      ,Solipay Worldwide GDPR-Compliant PII, Demographics, and Device Data, 40K+ profiles        by Solipay      ",kochava collective
1891,Kochava Collective - Global Device Attributes Data,,,,kochava collective
1892,Kochava Collective - Global Devices matched to Carrier Data,,"Online/Mobile Data,Cross-Device Identity Data","Kochava Collective - Global Devices matched to Carrier Data        by Kochava Collective      ,FrescoData Direct Mail Marketing (Consumer Intent Based Attributes/Lifestyle Data)⎢Global Audiences, 10K+ Attributes        by FrescoData      ,Customizable Enriched POI Attributes        by Bluespot AI      ,Demographic data attributes (age, gender, income etc) by Zipcode        by Agnibase      ",kochava collective
1893,Kochava Collective - Global Location Data,,Location Data,"Kochava Collective - Mobile Location Data in APAC        by Kochava Collective      ,Kochava Collective - Mobile Location Data USA         by Kochava Collective      ,Data Collection | Online Data Collection | Image Data Collection | Text Data Collection |        by GBSN Research      ,Custom Hiring Data Collection, Over 50 Major Job Boards in 15 Locations - Rocks & Gold        by Rocks & Gold      ",kochava collective
1894,Kochava Collective - Hashed Emails matched to Devices Globally,,,,kochava collective
1895,Kochava Collective - Mobile Location Data in APAC,,Location Data,"Kochava Collective - Mobile Location Data USA         by Kochava Collective      ,Kochava Collective - Global Location Data         by Kochava Collective      ,Data Collection | Online Data Collection | Image Data Collection | Text Data Collection |        by GBSN Research      ,Lifesight Mobility/ Raw Location Data | Global mobile location data (2 years history)        by Lifesight      ",kochava collective
1896,Kochava Collective - Mobile Location Data USA,,,,kochava collective
1897,Kochava Collective Audiences,,,,Kochava Collective
1898,Kochava Collective Global Fraud Blacklist,,,,Kochava Collective
1899,Kochava Collective IdentityLink,,,,Kochava Collective
1900,KOSHO Data,,,,KOSHO
1901,Krill Technologies – Europe & North America Database,,,,Krill Technologies
1902,Krill Technologies – Lead Generation Engine,"Lead Scoring,Account-Based Marketing,","B2B Data,B2B Marketing Fit Data,,Marketing Attribution Data","B2B Lead Generation Engine Database Worldwide (23 Million records) - by The Lead Focused        by The Lead Focused      ,B2B Email marketing data USA & India - 27M records by Krill Technologies         by Krill Technologies      ,DataCaptive | B2B Contact, Technology and Tech Install Database Worldwide | 53M+ B2B contact information        by DataCaptive      ,Leadbook B2B Lead Generation Platform - Global Database, 200 Million Business Contacts        by Leadbook      ",Krill Technologies
1903,Krill Technologies – Technology Stack/Install Base Data,"Account-Based Marketing,,Competitor Analysis","Firmographic Data,Technographics Data","B2B Email Marketing & Contact Data for Europe & North America (4.5 Million accounts)- by Krill Technologies         by Krill Technologies      ,Tech Install Data / Technology User Intelligence (B2B)        by GiantLeap Interactive      ,Stirista Aberdeen Fusion B2B Technology Installed Data        by Stirista      ,Wappalyzer Technology Installs on Websites - Crawl API - Technographic Data        by Wappalyzer      ",Krill Technologies
1904,Krill Technologies B2B Email Marketing Cluster,,,,Krill Technologies
1905,LinkedIn Company Data,",Lead Scoring,Online and Social Media Performance Tracking","Social Data,Employment Data,Individual Data","Bright Data | Linkedin Data - company/employee profiles (global coverage)        by Bright Data (Formerly Luminati Networks)      ,LinkedIn Database, people, job titles, phone numbers, emails, company profile, skills        by Bestinfopoint      ,LinkedIn - Social Listening Data (Reacted Users)        by Mantheos      ,LinkedIn World Wide Personal and Company Contact B2B Data and Email List, 32 Data Points - Plus 3 months Email List Hygiene Free.        by Leads XL      ",LinkedIn
1906,"Linkedin Data - Get Linkedin Contact Data Filtered By Company, Employee, Job Title and More",,,,Blue Mail Media
1907,List Builder 360(tm) - Cryptocurrency Investors,",Targeted Marketing","Consumer Lifestyle Data,B2B Intent Data,Economic Data","List Builder 360™ - Cryptocurrency Investors        by AmeriBase      ,Finage Real-Time & Historical Cryptocurrency Market Feed - Global Cryptocurrency Data        by Finage      ,NCFX Cryptocurrencies - Live Cryptocurrency Data, Global Coverage        by New Change FX      ,Cloud Giant Level 2 Order Book Data-Cryptocurrency        by Cloud Giant      ",AmeriBase
1908,List Builder 360(tm) -- In-Market Custom Segments,,,,AmeriBase
1909,List of 1M Banking and Insurance companies worldwide,,"SEO & Web Advertising Data,Web Data","List Builder 360™ - Cryptocurrency Investors        by AmeriBase      ,Auto Segment - Accurate customer segmentation        by Matrixian Group      ,Adapt.io Custom B2B Lead Builder for US & India - 100M business contacts and 20 filters        by Adapt.io      ,List Builder 360™ -- Cryptocurrency Investors        by AmeriBase      ",BoldData
1910,List of 20M Construction companies worldwide,,,,BoldData
1911,List of 22M Manufacturing companies worldwide,,,,BoldData
1912,"List of 4,8M Schools worldwide",,"B2B Data,Business Registry Data,B2B Marketing Fit Data,","DDS Schools | POIs for Germany (30k records of schools)        by PTV Group      ,List of 6M IT companies worldwide        by BoldData      ,A list of 15,000 Adobe IDs Worldwide        by Revealbase      ,Schools database in the UK for state and independent schools - by Oscar Research (35k records)         by Oscar Research      ",BoldData
1913,List of 800K Governmental organisation companies worldwide,,,,BoldData
1914,List of Top Companies in The Netherlands,,"B2B Data,Firmographic Data,B2B Marketing Fit Data,Political Data","Every Government and Public Sector Organisation database in the UK by Oscar Research (demographics, contact information)        by Oscar Research      ,List of 800K companies in Chile        by BoldData      ,UN SDG Scores via API/Datafeed for companies, governments, funds and portfolios        by Clarity AI      ,270 M +Companies worldwide ( Full Coverage)        by Techsalerator      ",BoldData
1915,"Live Streaming FIX Feed - Live Global Currency Data (Forex, Equity Indices, Cryptocurrencies, Metals & Individual Stocks)",",Algo-Trading",",Commodity Market Data,Economic Data","NCFX Cryptocurrencies - Live Cryptocurrency Data, Global Coverage        by New Change FX      ,Brain Sentiment Indicator - Currencies, Cryptocurrencies and Commodities        by Brain Company      ,Finage Real-Time & Historical Cryptocurrency Market Feed - Global Cryptocurrency Data        by Finage      ,Cloud Giant Level 2 Order Book Data-Cryptocurrency        by Cloud Giant      ",TraderMade
1916,"Live Streaming WebSocket/Socket.io Data - ""Advanced"" Plan - 54 Instruments (PS200 per month)",,,,TraderMade
1917,"Live Streaming WebSocket/Socket.io Data - ""Business"" Plan - 20 Instruments (PS100 per month)",,,,TraderMade
1918,"Live Streaming WebSocket/Socket.io Data - ""Professional"" Plan - 5 Instruments (PS50 per month)",,,,TraderMade
1919,LiveRamp Identity Graph,,,,Liveramp
1920,Logz Data Platform,,,,Logz
1921,London Energy Brokers Association Data,,,,London Energy Brokers Association
1922,Loqate Address Capture,,,,Loqate
1923,Loqate Bank Verification,,,,"Loqate,GBG"
1924,Loqate Geo+,,,,Loqate
1925,Lotame Cartographer,,,,Lotame
1926,Lotame Connect,,,,Lotame
1927,Lotame Custom Data Solutions,,,,Lotame
1928,Lotame Customer Acquisition,,,,Lotame
1929,Lotame Customer Engagement,,,,Lotame
1930,Lotame Data Exchange,,,,Lotame
1931,Lotame Data Stream,,,,Lotame
1932,Lotame LAB,,,,Lotame
1933,Lotame Private Data Exchange,,,,Lotame
1934,Lotame Third-Party Data Marketplace,,,,Lotame
1935,Lotame TV Data Exchange,,,,Lotame
1936,"Manufacturing Company Data - Get List of Manufacturing Companies, Decision Makers Data. Global Coverage",,,,Blue Mail Media
1937,"Market data API, global coverage, 350 pricing sources","Lead Scoring,",Industry-Specific Data,"List of 22M Manufacturing companies worldwide        by BoldData      ,Alqami Defense Industry Manufacturing Data Global | market forecasts & intelligence        by Alqami      ,Marine Vessels & Ships - Engine Manufacturer Data        by ShipsDNA      ,Eskimi Device Manufacturers Data in 100+ countries. Reach 2Bln unique device IDs        by Eskimi      ",Cbonds
1938,Milestone Group pControl Solutions,,,,Milestone Group
1939,"Mobile Ad IDs Fresh, Daily MAID Data One of the largest COMPLIANT Repositories in the USA",,,,BIGDBM
1940,Mobilewalla Audience Segments,,,,Mobilewalla
1941,Mobilewalla Consumer Profiles,,,,Mobilewalla
1942,Mobilewalla Data,,,,Mobilewalla
1943,Mobilewalla Data Enrichment Services,,,,Mobilewalla
1944,"More than 120,520 Verified Emails and Phone numbers of Dentists From USA | Dentists Data | DataCaptive",,,,DataCaptive
1945,Mortgage Data - Reach Mortgage Brokers With Our Verified Mortgage Data - Blue Mail Media,,,,Blue Mail Media
1946,MotivatorIQ by AnalyticsIQ - Consumer Purchase Intent Data USA - 241M Individuals,,,,AnalyticsIQ
1947,NAICS DATA - Connect With the Businesses Based on NAICS Codes List with our 100M+ Verified Business Records,",Targeted Marketing","Individual Data,Consumer Lifestyle Data,Demographic Data,,Psychographics Data","PurchaserIQ by AnalyticsIQ - Consumer Purchase Data USA - 241M Individuals        by AnalyticsIQ      ,Adstra Consumer | Consumer Data USA, Canada, Australia (232M individuals and 300 data elements)        by Adstra      ,InMarketIQ by AnalyticsIQ - Consumer Purchase Data USA - 241M Individuals         by AnalyticsIQ      ,Mapping Resources: Consumer List Database - Individual and Household Consumer Identity Data for the USA        by Mapping Resources      ",Blue Mail Media
1948,National Weather Service Data,,,,National Weather Service
1949,NetBase Quid Social Media Data,,,,NetBase Quid
1950,Nordic Data Resources Audience Data,,,,Nordic Data Resources
1951,Nordigen Banking Data,,,,Nordigen
1952,North Data Data Service,"Price Segmentation Strategy,Pricing Optimization,,Promotion Planning","Retail & Commerce Data,,Website Data","datazeit Amazon Retail Data for Asia / Europe / North & South America        by datazeit      ,Edge by Ascential⎢Market Share for Amazon⎢Amazon Data for Asia, Europe & North America        by Edge by Ascential      ,Sensefolio Sustainability Raw Data - Europe, Asia, North America, South America        by Sensefolio      ,Fifty: 1st Party Audience Data for CRM Enrichment (Asia, Europe, North America)        by Fifty      ",North Data
1953,North Data Premium Service,,,,
1954,Novalytica Database,,,,Novalytica
1955,Novetta Data Analytics,,,,Novetta
1956,Novetta Multi-Int Analytics,,,,Novetta
1957,nowcast Lightning Detection,,,,nowcast
1958,nSightful Lists & Data,,,,nSightful
1959,Numerator OmniPanel,,,,Numerator
1960,Numerator Path Data,,,,
1961,Numerator Survey Data,,,,
1962,Oceanos Contact Data,,,,Oceanos
1963,Offerista Consumer Data,,,,Offerista
1964,"Office for National Statistics: Business, Industry and Trade",,,,Office for National Statistics
1965,"Office for National Statistics: People, Population and Community",,,,Office for National Statistics
1966,Ogury Advertising Engine,,,,Ogury
1967,Ogury Mobile Advertising Data,,,,Ogury
1968,Ogury Publishers Data,,,,
1969,Oi ESG Data,,,,
1970,Oi Investor Data,,,,Oi
1971,Oil and Gas Data - Reach Top Decision Makers With Our Verified Oil and Gas List - Blue Mail Media,,,,Blue Mail Media
1972,OLX Group Trading Platform,,,,OLX Group
1973,OMI Data,,,,OMI
1974,OMI Statement2web,,,,OMI
1975,Omney Alternative Data,,,,Omney Data
1976,OnAudience.com Audience Data,,,,OnAudience.com
1977,Onclusive Web Data,,,,Onclusive
1978,OneAtlas Satellite Data,,,,OneAtlas
1979,OneClickRetail Data,,,,One Click Retail
1980,OneFootball Data,,,,OneFootball
1981,OneSoil Precision Farming Data,,,,OneSoil
1982,OnPoint Geospatial by Weather Source | Visualize Weather & Climate Trends to Maps or GIS,,,,Weather Source
1983,"OnPoint Weather by Weather Source | Global Weather Data for any location (historic, present, forecast)",,"Map Data,Climate and Weather Data","OnPoint Climatology by Weather Source | Measure the impact of extreme weather to your global business         by Weather Source      ,Daily Weather Data | Climate Data | Worldwide        by AWIS Weather Services      ,Global Weather Mapping - Marcus Weather Mapping (MWM)        by Marcus Weather      ,OikoLab Weather: Global Climate Time-Series Data (1950 - Present, Delivered Hourly)        by OikoLab Weather      ",Weather Source
1984,OnSpot Data,,,,OnSpot
1985,Open Cosmos Space Data,,,,Open Cosmos
1986,OpenAIRE Data,,,,OpenAIRE
1987,OpenAQ Countries,,,,
1988,OpenAQ Dataset,,,,OpenAQ
1989,OpenAQ Locations,,,,
1990,OpenAQ World Map,,,,
1991,OpenCorporates Data,,,,OpenCorporates
1992,Opensignal Coverage Maps,,,,Opensignal
1993,Opensignal Market Insights,,,,Opensignal
1994,OpenStreetMap GPS Traces,,,,OpenStreetMap
1995,OpenWeather Data,,,,OpenWeather
1996,Opta Sports American Football,,,,Opta Sports
1997,Opta Sports Baseball,,,,Opta Sports
1998,Opta Sports Basketball,,,,Opta Sports
1999,Opta Sports Cricket,,,,Opta Sports
2000,Opta Sports Football,,,,Opta Sports
2001,Opta Sports Ice Hockey,,,,Opta Sports
2002,Opta Sports Rugby,,,,Opta Sports
2003,Optimum Complexity Data,,,,Optimum Complexity
2004,Oracle Data Marketplace,,,,"Oracle,Oracle Data Cloud"
2005,Oracle DataFox Data Management,,,,Oracle DataFox
2006,Oracle Datalogix — Oracle Advertising,,,,"Oracle Datalogix,Oracle Datalogix"
2007,Oracle Datalogix Database,,,,"Oracle Datalogix,Oracle Datalogix,Oracle Data Cloud,Oracle"
2008,ORATS Equity Options Data,,,,ORATS
2009,ORBCOMM Platform,,,,ORBCOMM
2010,Orbital Insight GO Platform,,,,Orbital Insight
2011,OREDA Oil & Gas Data,,,,OREDA
