,Name of the dataset,similar
1261,"5-m interval contours of smoothed multibeam bathymetry of Massachusetts Bay (MB_5MCTR9X9.SHP, Geographic, NAD83)","Color-Encoded Image of 5-m Gridded Hill-Shaded Bathymetry From Long Island Sound off Bridgeport, Connecticut (H11045_UTM18_5MBATHY.TIF, UTM)
0.5-m Bathymetry from National Oceanic and Atmospheric Administration (NOAA) Survey H11077 of the Sea Floor in the Vicinity of Woods Hole, Massachusetts (H11077_0.5MUTM19_XYZ.TXT, UTM Zone 19)
5 meter ArcRaster grid (gaps filled) of bathymetry acquired using a SEA Ltd. SWATHplus interferometric sonar offshore of Massachusetts within northern Cape Cod Bay (CCB_BATH_F Esri BINARY GRID, UTM Zone 19N).
5 meter color-hillshaded relief GeoTIFF of both the inshore and offshore area of Cape Ann - Salisbury Beach Survey Area (CABATH5M_GEOG.TIF, Geographic, WGS84)
0.5-m Stretched Grayscale Image of the Sidescan-Sonar Data From National Oceanic and Atmospheric Administration (NOAA) Survey H11077 of the Sea Floor in the Vicinity of Woods Hole, Massachusetts (H11077_SSS100_UTM19.TIF, UTM Zone 19)"
1262,Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland T9 from 26 July 1994,"Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland T4 from 26 July 1994
Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland P3 from 26 July 1994
Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland T5 from 26 July 1996
Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland T2 from 26 July 1996
Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland T5 from 09 July 1993"
1263,Effects of Climate on Scaled Quail Reproduction and Survival,"Data for: A conservation planning tool for greater sage-grouse using indices of species distribution, resilience, and resistance
Dataset for plant production responses to climate across water-limited regions
Effects of wind-energy facilities on breeding grassland bird distributions - data release
fishtail_catch:Indices and supporting data characterizing the current and future risk to fish habitat degradation in the Northeast Climate Science Center region
Evaluating Adaptive Capacity of Desert Bighorn Sheep to Climate Change: Identifying Genetic to Climate Adaptations in Native and Reintroduced Populations-Major Allele Frequency by Population"
1264,Genetic analyses of Astragalus sect. Humillimi data in the southwest USA,"Conservation Tillage Systems on Agricultural Land in the Conterminous United States, 1992: National Resource Inventory Conservation Practice 329
Scoter (Melanitta sp.) ddRAD SNP and Microsatellite Genetic Data, North America and Europe, 1977-2012
Remote Sensing Shrub/Grass National Land Cover Database (NLCD) Back-in-Time (BIT) Products for the Western U.S., 1985 - 2018
Irrigation Land Leveling on Agricultural Land in the Conterminous United States, 1992: National Resource Inventory Conservation Practice 464
Irrigation Water Conveyance by Pipelines on Agricultural Land in the Conterminous United States, 1992: National Resource Inventory Conservation Practice 430"
1265,Wind rose plots for the volcano: 311340 Westdahl,"Wind rose plots for the volcano: 311360 Shishaldin
Wind rose plots for the volcano: 241131 Rumble II West
Wind rose plots for the volcano: 311250 Uliaga
Wind rose plots for the volcano: 300123 Bakening
Wind rose plots for the volcano: 268020 Tobaru"
1266,Direct Trace Element Determination in Oil and Gas Produced Waters with Inductively Coupled Plasma - Optical Emission Spectrometry (ICP-OES): Advantages of High Salinity Tolerance (2019),"Testing reproducibility of vitrinite and solid bitumen reflectance measurements in North American unconventional petroleum systems (2019)
Data to Estimate Water Use Associated with Continuous Oil and Gas Development, Williston Basin, United States, 1980-2017 (ver. 2.0, September 2019)
USGS National and Global Oil and Gas Assessment Project - Piceance and Uinta Basins, Mesaverde Group Tight Gas Assessment Unit Boundaries and Assessment Input Data Forms
Geological, geochemical, and geophysical data from the Lost Hills and Belridge oil fields (ver. 2.0, Sept 2019)
IHS Markit Oil and Gas Data for the Permian Basin, 2000 - 2019"
1267,"Analysis of Land Disturbance and Pygmy Rabbit Occupancy Values Associated With Oil and Gas Extraction in Southwestern Wyoming, 2012","National Assessment of Oil and Gas Project - Southwestern Wyoming Province (037) Assessment Units
Demography and habitat use of boreal toads (Anaxyrus boreas) and other amphibians in northern Wyoming (Blackrock).
Water-Quality and Borehole Geophysical Data Associated with Uranium Background Concentrations at the Homestake Superfund Site near Milan, New Mexico: 2016 (ver. 1.2)
SIR 2014-5076, Land-Cover Data for Red Rock Canyon National Conservation Area and Coyote Springs, Piute-Eldorado Valley, and Mormon Mesa Areas of Critical Environmental Concern, Clark County, Nevada
Radiogenic strontium isotope data for non-native walleye otoliths collected from select areas of the Upper Colorado River Basin"
1268,LANDFIRE.AK_130CFFDRS,"LANDFIRE.AK_130CH
LANDFIRE.AK_130EVT
LANDFIRE.HI_130VTM
LANDFIRE.HI_130VCC
LANDFIRE.AK_110BPS"
1269,A Surficial Hydrogeologic Framework for the Mid-Atlantic Coastal Plain,"Surface altitude of hydrogeologic layers of the Atlantic Coastal Plain of North and South Carolina
Coastal Bathymetry of the Bering, Chuckhi, and Beaufort Seas
Hydrodynamic and Sediment Transport Model Application for OSAT3 Guidance: Locations of convergences in the maximum alongshore current
Point shapefile of probability of shoreline change along the U.S. Atlantic Coast (ProbSLC_AtlanticData.shp)
Grid Representing the Landward DEM and the Present Day Bathymetry of the Columbia River within the SWCES Study Area"
1270,"Oceanographic Profile Data from Glacier Fjords of Alaska, 2004-2011","U.S. Geological Survey Polar Bear Mark-Recapture Records, Alaska Portion of the Southern Beaufort Sea, 2001-2010
Offshore baseline for the northern Alaska coastal region generated to calculate shoreline change rates along sheltered coastlines between the Okpilak-Hulahula River Delta and the Colville River Delta for the time period 1947 to 2007
Offshore baseline for the northern Alaska coastal region generated to calculate shoreline change rates along exposed coastlines between Point Barrow and Icy Cape for the time period 1947 to 2012
Offshore baseline for the northern Alaska coastal region generated to calculate shoreline change rates along exposed coastlines between the Colville River Delta and Point Barrow for the time period 1947 to 2005
l1182cs.m77t - MGD77 data file for Geophysical data from field activity L-11-82-CS in Chukchi Sea, Alaska from 08/27/1982 to 09/16/1982"
1271,"Airborne geophysical survey: Kern (Domeland), California","Airborne geophysical survey: Wendel, California
Airborne geophysical survey: Mokelume, California
Airborne geophysical survey: La Panza Range, California
Airborne geophysical survey: Los Padres II '82, California
Airborne geophysical survey: Granite Peak, California"
1272,Wind rose plots for the volcano: 300390 Anaun,"Wind rose plots for the volcano: 300600 Alngey
Wind rose plots for the volcano: 300120 Zhupanovsky
Wind rose plots for the volcano: 300470 Pogranychny
Wind rose plots for the volcano: 300123 Bakening
Wind rose plots for the volcano: 300221 Vysoky"
1273,CoSMoS (Coastal Storm Modeling System) Southern California v3.0 Phase 2 ocean-currents projections: 20-year storm in Los Angeles County,"CoSMoS (Coastal Storm Modeling System) Southern California v3.0 Phase 2 wave-hazard projections: 20-year storm in Los Angeles County
CoSMoS (Coastal Storm Modeling System) Central California v3.1 ocean-currents projections: 20-year storm in Santa Cruz County
CoSMoS (Coastal Storm Modeling System) Central California v3.1 ocean-currents projections: 20-year storm in San Francisco County
CoSMoS (Coastal Storm Modeling System) Central California v3.1 ocean-currents projections: 20-year storm in San Luis Obispo County
CoSMoS (Coastal Storm Modeling System) Southern California v3.0 Phase 2 wave-hazard projections: 20-year storm in Ventura County"
1274,"Coastwide Reference Monitoring System (CRMS) 2005, 2008, 2012, and 2016 Site 0396 land-water matrix","Coastwide Reference Monitoring System (CRMS) 2005, 2008, 2012, and 2016 Site 0398 land-water matrix
Coastwide Reference Monitoring System (CRMS) 2005, 2008, 2012, and 2016 Site 0189 land-water matrix
Coastwide Reference Monitoring System (CRMS) 2005, 2008, 2012, and 2016 Site 0294 land-water matrix
Coastwide Reference Monitoring System (CRMS) 2005, 2008, 2012, and 2016 Site 6299 land-water matrix
Coastwide Reference Monitoring System (CRMS) 2005, 2008, 2012, and 2016 Site 0319 land-water matrix"
1275,"Existing and projected ""worst-year"" (year with least available habitat) areas of available primary waterbird habitat (km2) in the Central Valley of California for 17 climate, urbanization, and water management scenarios, by habitat and month","Recent historical and projected (years 2006-99) areas (km2) of managed, flooded habitats used by waterbirds overwintering in Central Valley, California basins for 17 climate, urbanization, and water management scenarios.
CoSMoS (Coastal Storm Modeling System) Southern California v3.0 Phase 2 flood-hazard depth and duration projections: 100-year storm in San Diego County
CoSMoS (Coastal Storm Modeling System) Southern California v3.0 Phase 2 flood-hazard depth and duration projections: 20-year storm in the Channel Islands
CoSMoS (Coastal Storm Modeling System) Southern California v3.0 Phase 2 wave-hazard projections: 1-year storm in Ventura County
CoSMoS (Coastal Storm Modeling System) Southern California v3.0 Phase 2 flood-hazard depth and duration projections: 20-year storm in Santa Barbara County"
1276,Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland P3 from 2006,"Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland T7 from 2005
Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetlands P6 and P7 from 2007
Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland P8 from 2007
Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland P2 from 2004
Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland P8 from 2003"
1277,"Suspended sediment concentration and loads for the South Fork Nooksack River at Saxon Road, Washington, 2010-2016 water years","Suspended sediment and water temperature monitoring in the Sauk River, Washington, water years 2012-2016
Surface-sediment grain-size distributions from the Elwha River delta, Washington, August 2012
Attributes for NHDPlus Version 2.1 Catchments and Modified Routing of Upstream Watersheds for the Conterminous United States: PRISM Monthly Average Temperature (degrees Celsius), 2016-2017
Topography data from the Elwha River delta, Washington, April 2014
SIR2016-5029_cfwgoshor_3b: Flood Inundation Depth for a Flow of 21,450 cfs at the Gage Coast Fork Willamette River at Goshen, Oregon (Area of Uncertainty)"
1278,"Geologic structure-contours for the top of the Deadwood Formation in the Black Hills Area, South Dakota","Geologic structure-contours for the top of the Inyan Kara Formation in the Black Hills Area, South Dakota
Generalized thickness of the Madison Limestone and Englewood Formation, Black Hills, South Dakota.
Saturated thickness of the Minnelusa aquifer, Black Hills, South Dakota.
Selected wells and test holes used in structure-contour maps of the Inyan Kara Group, Minnekahta Limestone, Minnelusa Formation, Madison Limestone, and Deadwood Formation in the Black Hills Area, South Dakota
Tops file for the Niobrara interval of the Upper Cretaceous Cody Shale and associated strata in the Wind River Basin, Wyoming"
1279,Wind rose plots for the volcano: 222170 Kyejo,"Wind rose plots for the volcano: 221120 Kurub
Wind rose plots for the volcano: 221270 Alutu
Wind rose plots for the volcano: 223020 Nyamuragira
Wind rose plots for the volcano: 221111 Ma Alalta
Wind rose plots for the volcano: 221210 Boset-Bericha"
1280,"DCpts, DTpts, SLpts: Dune crest, dune toe, and mean high water shoreline positions: Cobb Island, VA, 2014","DCpts, DTpts, SLpts: Dune crest, dune toe, and mean high water shoreline positions: Assawoman Island, VA, 2014
DCpts, DTpts, SLpts: Dune crest, dune toe, and mean high water shoreline positions: Fisherman Island, VA, 2014
shoreline, inletLines: Shoreline polygons and tidal inlet delineations: Cedar Island, VA, 2014
shoreline, inletLines: Shoreline polygons and tidal inlet delineations: Monomoy Island, MA, 2014
Myrtle Bend Substrate Enhancement Pilot Project Extent, Kootenai River near Bonners Ferry, ID, 2014"
1281,"Land use and disturbance history for Little Bighorn Battlefield National Monument, Montana through March 2018","Ground conductivity measurements at selected National Wildlife Refuges: Northeast, Montana, 2017
Ground conductivity measurements at selected National Wildlife Refuges: Jerde, Montana, 2017
Gas and heat emission measurements in Norris Geyser Basin, Yellowstone National Park (May-October 2016)
Digital Elevation Models of Glacier Bay National Park, Between Lituya Bay and Icy Point, Alaska, Derived from Airborne Lidar Data Acquired in September 2015
Geoelectric and Seismic Data acquired in the Precambrian Granite Gravel Aquifer, Llano Uplift, Central Texas, May 2017 - August 2018"
1282,"Hydrographic Surveys of the Missouri River at Tobacco chute, 2011-13","Hydrographic Surveys of the Missouri River at Upper Hamburg chute, 2011-13
Hydrographic Surveys of the Missouri River at Plattsmouth backwater, 2011-13
Missouri River bed elevations near Fort Calhoun Power Plant surveyed during 2011 flood on September, 15
Site 21 Missouri River Bathymetry and Velocimetry Data at Structure A6288 on Missouri State Highway 19 at Hermann, Missouri, July 2011 through May 2017
Shapefiles of the flood-inundation maps for the Meramec River at Valley Park, Missouri, 2017"
