,Name of the dataset,similar
2404,BLM OR Hydrography 18010202 Point,"BLM OR Hydrography 18010203 Point
BLM OR Hydrography 18010201 Point
BLM OR Hydrography 18010209 Point
BLM OR Hydrography 18010204 Point
BLM OR Hydrography 18010205 Point"
2405,BLM OR Hydrography 17070105 Waterbodies Polygon,"BLM OR Hydrography 17070103 Waterbodies Polygon
BLM OR Hydrography 17070104 Waterbodies Polygon
BLM OR Hydrography 17070106 Waterbodies Polygon
BLM OR Hydrography 17070102 Waterbodies Polygon
BLM OR Hydrography 17050105 Waterbodies Polygon"
2406,BLM REA YKL 2011 CL L SnowDayFraction2050s September A2,"BLM REA YKL 2011 CL L SnowDayFraction September A2
BLM REA YKL 2011 CL C SnowDayFraction September A2
BLM REA YKL 2011 CL N SnowDayFraction September A2
BLM REA YKL 2011 CL L SnowDayFraction2050s October A2
BLM REA YKL 2011 CL L SnowDayFraction2050s November A2"
2407,BLM OR Hydrography 17080003 Flowlines Lines,"BLM OR Hydrography 17080002 Flowlines Lines
BLM OR Hydrography 17090003 Flowlines Lines
BLM OR Hydrography 17080006 Flowlines Lines
BLM OR Hydrography 17090005 Flowlines Lines
BLM OR Hydrography 17090009 Flowlines Lines"
2408,BLM REA YKL 2011 CL L AlaskaSummerTotalPPT2050s A2,"BLM REA YKL 2011 CL L AlaskaWinterTotalPPT2050s A2
BLM REA YKL 2011 CL L AlaskaMeanJanuaryTemp2050s A2
BLM REA YKL 2011 CL L AlaskaMeanJulyTemp2050s A2
BLM REA YKL 2011 CL L AlaskaAnnualTotalPPT2050s A2
BLM REA YKL 2011 CL L AlaskaDayofFreeze2050s A2"
2409,BLM REA CYR 2013 Presence and Pseudo-absence Points for Golden Eagle,"BLM REA CYR 2013 Golden Eagle Potential Habitat
BLM REA CYR 2013 Presence and Pseudo-absence Points for Swainson's Thrush
BLM REA COP 2010 Southwest ReGAP Modeled Golden Eagle Habitat Distibution
BLM REA CYR 2013 Presence and Absence of Resident Dolly Varden Observations
BLM REA MIR 2011 Golden Eagle Analysis Suitable Habitat Model Outputs (Masked)"
2410,BLM OR Hydrography 17120004 Waterbodies Polygon,"BLM OR Hydrography 17120003 Waterbodies Polygon
BLM OR Hydrography 17120005 Waterbodies Polygon
BLM OR Hydrography 17120002 Waterbodies Polygon
BLM OR Hydrography 17110004 Waterbodies Polygon
BLM OR Hydrography 17120006 Waterbodies Polygon"
2411,BLM OR Hydrography 18010201 Point,"BLM OR Hydrography 18010202 Point
BLM OR Hydrography 18010203 Point
BLM OR Hydrography 18010209 Point
BLM OR Hydrography 18010204 Point
BLM OR Hydrography 18010205 Point"
2412,BLM OR Hydrography 17050107 Waterbodies Polygon,"BLM OR Hydrography 17050108 Waterbodies Polygon
BLM OR Hydrography 17050106 Waterbodies Polygon
BLM OR Hydrography 17050109 Waterbodies Polygon
BLM OR Hydrography 17050103 Waterbodies Polygon
BLM OR Hydrography 17050105 Waterbodies Polygon"
2413,BLM REA NWP 2011 ge maxent,"BLM REA NWP 2011 recl siz
BLM REA NWP 2011 rec foss
BLM REA NWP 2011 MIR PLSS Sec
BLM REA MIR 2011 ge maxent
BLM REA NWP 2011 PADUS1 1"
2414,BLM OR Hydrography 17110005 Point,"BLM OR Hydrography 17110004 Point
BLM OR Hydrography 17110009 Point
BLM OR Hydrography 17110007 Point
BLM OR Hydrography 17110003 Point
BLM OR Hydrography 17110006 Point"
2415,BLM REA YKL 2011 Distribution of Community Subsistence Use Lake Areas for Northern Pike in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills,"BLM REA YKL 2011 Distribution of Subsistence Use Lakes in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Distribution of connected lakes in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Distribution of Community Subsistence Use Lake Areas for Salmon in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Distribution of disconnected lakes in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Distribution of Subsistence Use River Areas in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills"
2416,BLM OR Hydrography 17070104 Flowlines Lines,"BLM OR Hydrography 17070103 Flowlines Lines
BLM OR Hydrography 17070105 Flowlines Lines
BLM OR Hydrography 17070106 Flowlines Lines
BLM OR Hydrography 17070204 Flowlines Lines
BLM OR Hydrography 17070304 Flowlines Lines"
2417,BLM OR Hydrography 17070301 Flowlines Lines,"BLM OR Hydrography 17070201 Flowlines Lines
BLM OR Hydrography 17070302 Flowlines Lines
BLM OR Hydrography 17070303 Flowlines Lines
BLM OR Hydrography 17050201 Flowlines Lines
BLM OR Hydrography 17070103 Flowlines Lines"
2418,BLM REA CYR 2013 Near-term Future (2020s) Mean June-July-August Temperature,"BLM REA CYR 2013 Near-term Future (2020s) Mean July Temperature
BLM REA CYR 2013 Near-term Future (2020s) Total June-July-August Precipitation
BLM REA CYR 2013 Long-term Future (2060s) Mean June-July-August Temperature
BLM REA YKL 2011 Decadal Mean June July August Temperature 2020s A2 Scenario
BLM REA CYR 2013 Current (2010s) Mean June-July-August Temperature"
2419,BLM REA YKL 2011 CL N SnowDayFraction March A2,"BLM REA YKL 2011 CL L SnowDayFraction March A2
BLM REA YKL 2011 CL C SnowDayFraction March A2
BLM REA YKL 2011 CL N SnowDayFraction April A2
BLM REA YKL 2011 CL N SnowDayFraction December A2
BLM REA YKL 2011 CL C SnowDayFraction December A2"
2420,BLM REA CYR 2013 Green-winged Teal Potential Breeding Habitat,"BLM REA CYR 2013 Blue-winged Teal Potential Breeding Habitat
BLM REA CYR 2013 White-winged Scoter Potential Breeding Habitat
BLM REA CYR 2013 Canvasback Potential Breeding Habitat
BLM REA CYR 2013 Mallard Potential Breeding Habitat
BLM REA CYR 2013 Common Eider Potential Breeding Habitat"
2421,BLM REA CYR 2013 Near-term Future (2020s) Active Layer Thickness and Seasonal Soil Freeze Thaw Depth,"BLM REA CYR 2013 Long-term Future (2060s) Active Layer Thickness and Seasonal Soil Freeze Thaw Depth
BLM REA CYR 2013 Near-term Future (2020s) Date Of Freeze
BLM REA CYR 2013 Current (2010s) Active Layer Thickness and Seasonal Soil Freeze Thaw Depth
BLM REA CYR 2013 Near-term Future (2020s) Total Annual Precipitation
BLM REA CYR 2013 Near-term Future (2020s) Mean Annual Ground Temperature"
2422,BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Status in Current Modeled Distribution of Dolly Varden in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills,"BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Status in Current Distribution of Sheefish in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Model in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Status in Current Distribution of Floodplains in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Status in Current Modeled Distribution of Northern Pike in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Near-Term Future (2025) Landscape Integrity in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills"
2423,"BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Crooked Creek, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Stony River, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Grayling, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Moose in McGrath, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Anvik, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Sleetmute, Alaska."
2424,BLM REA NWP 2011 AE C Aquatic Ecosystem Threats Number of TRI Sites,"BLM REA NWP 2011 AE C Aquatic Ecosystem Threats Ag
BLM REA NWP 2011 AE C Aquatic Ecosystem Threats Population in SqKm
BLM REA NWP 2011 AE C Aquatic Ecosystem Threats Overall Score
BLM REA NWP 2011 AE C Aquatic Ecosystem Threats Ag in Riparian Corridor
BLM REA NWP 2011 AE C Aquatic Ecosystem Threats Number of Dams"
2425,BLM REA YKL 2011 CL L AlaskaSnowDayFraction2050s May A2,"BLM REA YKL 2011 CL L AlaskaSnowDayFraction2050s October A2
BLM REA YKL 2011 CL L AlaskaSnowDayFraction2050s December A2
BLM REA YKL 2011 CL L AlaskaSnowDayFraction2050s November A2
BLM REA YKL 2011 CL L AlaskaSnowDayFraction2050s March A2
BLM REA YKL 2011 CL L AlaskaDayofFreeze2050s A2"
2426,BLM OR Hydrography 17060109 Flowlines Lines,"BLM OR Hydrography 17060107 Flowlines Lines
BLM OR Hydrography 17060102 Flowlines Lines
BLM OR Hydrography 17060106 Flowlines Lines
BLM OR Hydrography 17060103 Flowlines Lines
BLM OR Hydrography 17060101 Flowlines Lines"
2427,BLM REA NWP 2011 Elevations potentially suitable for Russian Knapweed,"BLM REA MIR 2011 Elevations potentially suitable for Russian Knapweed
BLM REA NWP 2011 Vegetation types potentially suitable for Russian Knapweed
BLM REA MIR 2011 Vegetation types potentially suitable for Russian Knapweed
BLM REA NWP 2011 Potentially suitable soil types for Russian Knapweed
BLM REA MIR 2011 Precipitation values potentially suitable for Russian Knapweed"
2428,"BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Anvik, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Aniak, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Grayling, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Iliamna, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Newhalen, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Takotna, Alaska."
2429,BLM OR Hydrography 17070302 Point,"BLM OR Hydrography 17070202 Point
BLM OR Hydrography 17070303 Point
BLM OR Hydrography 17070102 Point
BLM OR Hydrography 17070301 Point
BLM OR Hydrography 17070203 Point"
2430,BLM REA YKL 2011 Access Trails in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills,"BLM REA YKL 2011 State Parks in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Community Locations in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Transportation Infrastructure in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Parks, Preserves and Reserves in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Proposed Scenario for the Road to Nome in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills"
2431,BLM REA CYR 2013 Long-term Future (2060) Landscape Condition in Upland Mesic Spruce Forest,"BLM REA CYR 2013 Long-term Future (2060) Landscape Condition in Upland Mesic Spruce-hardwood Forest
BLM REA CYR 2013 Near-term Future (2025) Landscape Condition in Upland Mesic Spruce Forest
BLM REA CYR 2013 Near-term Future (2025) Landscape Condition in Upland Mesic Spruce-hardwood Forest
BLM REA YKL 2011 Long-Term Future (2060) Landscape Condition Status in Current Distribution of Spruce Forest in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA CYR 2013 Long-term Future (2060) Landscape Condition in Alpine Arctic Tussock Tundra"
2432,"BLM REA YKL 2011 Subsistence Harvest Areas of Black Bear in Chuathbaluk, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Black Bear in Aniak, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Black Bear in Takotna, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Black Bear in Newhalen, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Black Bear in Upper Kalsakg, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Black Bear in McGrath, Alaska."
2433,BLM REA CYR 2013 Total Annual Range of Dall Sheep,"BLM REA CYR 2013 Total Annual Range of Porcupine Herd
BLM REA CYR 2013 Modified Range of Dall Sheep
BLM REA CYR 2013 Dall Sheep Subsistence Use Areas
BLM REA CYR 2013 Current (2010s) Dall Sheep Total December-January-February Precipitation
BLM REA CYR 2013 Dall Sheep Realized Habitat"
2434,BLM REA YKL 2011 States,"BLM REA NWP 2011 recl siz
BLM REA YKL 2011 BLM Field Offices
BLM REA NWP 2011 rec foss
BLM REA NWP 2011 MIR PLSS Sec
BLM REA YKL 2011 section poly"
2435,BLM OR Hydrography 17070202 Flowlines Lines,"BLM OR Hydrography 17070203 Flowlines Lines
BLM OR Hydrography 17070201 Flowlines Lines
BLM OR Hydrography 17070302 Flowlines Lines
BLM OR Hydrography 17070204 Flowlines Lines
BLM OR Hydrography 17070303 Flowlines Lines"
2436,BLM OR Hydrography 17030002 Waterbodies Polygon,"BLM OR Hydrography 17030003 Waterbodies Polygon
BLM OR Hydrography 17020003 Waterbodies Polygon
BLM OR Hydrography 17020004 Waterbodies Polygon
BLM OR Hydrography 17020007 Waterbodies Polygon
BLM OR Hydrography 17110003 Waterbodies Polygon"
2437,BLM OR Hydrography 17050109 Flowlines Lines,"BLM OR Hydrography 17050108 Flowlines Lines
BLM OR Hydrography 17050103 Flowlines Lines
BLM OR Hydrography 17050107 Flowlines Lines
BLM OR Hydrography 17050106 Flowlines Lines
BLM OR Hydrography 17050105 Flowlines Lines"
2438,"BLM REA YKL 2011 Subsistence Harvest Areas of Wolf in Ruby, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Wolf in McGrath, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Wolf in Aniak, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Wolf in Nulato, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Wolf in Upper Kalsakg, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Wolf in Galena, Alaska."
2439,BLM REA YKL 2011 Current (2013) distribution of northern pike habitat in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills,"BLM REA YKL 2011 Current (2013) distribution of sheefish habitat in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills - Presence
BLM REA YKL 2011 Current (2013) distribution of sheefish habitat in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills - Spawning
BLM REA YKL 2011 Current (2013) distribution of Dolly Varden habitat in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Current Landscape Condition Status in Current Modeled Distribution of Northern Pike in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Current (2013) distribution of chinook salmon habitat in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills - Presence"
2440,BLM REA NWP 2011 Future Oil Risk,"BLM REA MIR 2011 Future Oil Production Risk
BLM REA NWP 2011 Future Natural Gas Risk
BLM REA MIR 2011 Future Natural Gas Risk
BLM REA COP 2010 Intermountain West Oil and Gas Potential Anticipated
BLM REA MIR 2011 Future Fossil Fuels Risk"
2441,"BLM REA YKL 2011 Subsistence Harvest Areas of Black Bear in Crooked Creek, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Black Bear in Stony River, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Black Bear in Chuathbaluk, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Black Bear in Newhalen, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Black Bear in McGrath, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Black Bear in Aniak, Alaska."
2442,BLM OR Hydrography 17110011 Polygon,"BLM OR Hydrography 17110001 Polygon
BLM OR Hydrography 17110018 Polygon
BLM OR Hydrography 17110010 Polygon
BLM OR Hydrography 17110017 Polygon
BLM OR Hydrography 17110013 Polygon"
2443,BLM REA YKL 2011 YKL DV C AK Generalized Land Status,"BLM REA YKL 2011 BLM Lands poly
BLM REA MIR 2011 GAP Landcover
BLM REA MIR 2011 NWP BLM FieldOffices poly
BLM REA MIR 2011 NWP Fed lands - BLM Lands poly
BLM REA NWP 2011 MIR BLM FieldOffices poly"
2444,BLM National Recreation Site Polygons,"BLM UT Recreation Site Polygons
BLM OR ROD NCO Recreation Management Areas Polygon
BLM OR Recreation Management Areas Publication Polygon
BLM National Recreation Site Points
BLM OR ROD PSDV Recreation Management Areas Polygon"
2445,BLM REA CYR 2013 Connected Small Lakes,"BLM REA CYR 2013 Small Streams
BLM REA CYR 2013 Connected Large Lakes
BLM REA CYR 2013 Floatplane Accessible Lakes
BLM REA CYR 2013 Anadromous Waters Catalog
BLM REA CYR 2013 Road Accessible Lakes in the Central Yukon study area"
2446,BLM REA CYR 2013 Modeled change in population of Fairbanks North Star Borough from 2013 to 2040,"BLM REA CYR 2013 Change in Total December-January-February Precipitation from 2010s to 2060s
BLM REA CYR 2013 Change in Total Annual Precipitation from 2010s to 2060s
BLM REA CYR 2013 Change in Mean January Temperature from 2010s to 2060s
BLM REA CYR 2013 Long-term Future (2060s) Total Annual Precipitation in Alaska
BLM REA CYR 2013 Change in Mean December-January-February Temperature from 2010s to 2060s within Golden Eagle Potential Habitat"
2447,BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Status in Current Distribution of Spruce Forest in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills,"BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Status in Current Distribution of Deciduous Forest in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Long-Term Future (2060) Landscape Condition Status in Current Distribution of Spruce Forest in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Status in Current Willow Habitat in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA CYR 2013 Near-term Future (2025) Landscape Condition in Upland Mesic Spruce Forest
BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Status in Current Modeled Distribution of Northern Pike in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills"
2448,BLM OR Hydrography 17090005 Point,"BLM OR Hydrography 17090009 Point
BLM OR Hydrography 17080005 Point
BLM OR Hydrography 17080003 Point
BLM OR Hydrography 17080002 Point
BLM OR Hydrography 17120005 Point"
2449,BLM REA YKL 2011 PF N AlaskaActiveLayerThickness A2,"BLM REA YKL 2011 PF L AlaskaActiveLayerThickness A2
BLM REA YKL 2011 PF C AlaskaActiveLayerThickness A2
BLM REA YKL 2011 CL N AlaskaWinterTotalPPT A2
BLM REA YKL 2011 CL N AlaskaSummerTotalPPT A2
BLM REA YKL 2011 CL L AlaskaWinterTotalPPT A2"
2450,BLM REA COP 2010 Habitat Connectivity Corridor Centroids Poly,"BLM REA COP 2010 Habitat Connectivity Natural Blocks - Centroids
BLM REA COP 2010 Habitat Connectivity Natural Blocks
BLM REA COP 2010 TNC Conservation Areas
BLM REA COP 2010 Habitat Connectivity Cost Surface
BLM REA COP 2010 Ecoregion Mask Poly"
2451,BLM REA CYR 2013 Near-term Future (2025) Renewable Energy Projects,"BLM REA CYR 2013 Near-Term Future (2025) Cumulative Impacts
BLM REA CYR 2013 Near-Term Future (2025) Landscape Condition
BLM REA CYR 2013 Near-Term Future (2025) Anthropogenic Cumulative Impacts
BLM REA CYR 2013 Near-term Future (2020s) Cliomes
BLM REA CYR 2013 Near-term Future (2020s) Date Of Thaw"
2452,BLM OR Hydrography 17080002 Flowlines Lines,"BLM OR Hydrography 17080003 Flowlines Lines
BLM OR Hydrography 17080006 Flowlines Lines
BLM OR Hydrography 17090003 Flowlines Lines
BLM OR Hydrography 17090005 Flowlines Lines
BLM OR Hydrography 17090009 Flowlines Lines"
2453,BLM REA CYR 2013 Long-term Future (2060s) Total Annual Precipitation in Alaska,"BLM REA CYR 2013 Long-term Future (2060s) Mean Annual Temperature in Alaska
BLM REA CYR 2013 Long-term Future (2060s) Mean Annual Ground Temperature in Alaska
BLM REA CYR 2013 Long-term Future (2060s) Total Annual Precipitation
BLM REA CYR 2013 Long-term Future (2060s) Mean January Temperature in Alaska
BLM REA CYR 2013 Long-term Future (2060s) Mean December-January-February Temperature in Alaska"
