post_title,data_provider,post_excerpt,use_case,related_data_sets,rating,data_categories
SCAN-Interfax Russia & CIS Largest Online News Archive Dating Back to 1983,Interfax,SCAN-Interfax Russia & CIS Largest Online News Archive Dating Back to 1983 dataset provides information regarding: News Data and more.,,"EDI US Corporate Bonds (historical data back to 2019),SPARK-Interfax Solution for Verifying Legal Entities and Individuals in Russia, Ukraine, Kazakhstan, Belarus, Kyrgyzstan, Moldova and Uzbekistan.,Burbio - US K-12 Back To School Re-Opening Plans - Virtual, In Person, Hybrid Learning,Research & Markets: World's Largest Market Research Store :",5,News Data
"US Options Data Packages for Trading, Research, Education & Sentiment",Intrinio,"US Options Data Packages for Trading, Research, Education & Sentiment dataset provides information regarding: Stock & Market Data and more.",,"Risklio Event-Aware Trading Insights | US Stock Sentiment & Equity Market Insights,TopStonks: Social Buzz and Sentiment from the Most Popular Stock and Crypto Trading Forums,Danel CapitalPredictive Equity Analytics Sentiment ScoreTrading Data (Europe & USA),Education Industry Data - School Data - Reach Out to Educational Institutions, Schools and Colleges With Ease :",3,Stock & Market Data
US Equities Packages - Stock Prices & Fundamentals,Intrinio,US Equities Packages - Stock Prices & Fundamentals dataset provides information regarding: Stock & Market Data and more.,,"Yacodata: Core US Equities Fundamentals Data (20 years historical coverage),Fundamental data for international equities,Danel CapitalStock Fundamentals Score (over 150 Data Points)Trading Data (Europe & USA),AAA GRAVITON: Fundamental data for all US listed companies since IPO (10K and 10Q) :",3,Stock & Market Data
IP2Location - IP Geolocation Global Web Service via REST API (4 Billion IP addresses),IP2Location,"IP2Location - IP Geolocation Global Web Service via REST API (4 Billion IP addresses) dataset provides information regarding: Location Data,IP Data, Website Data and more.",Targeted Marketing,"IP2Location - IP Address Geolocation Database Global,Location & Address Data Global (1.8 billion addresses),IPinfo.io IP Geolocation Database | IP to Geolocation | Daily Updates, Global,Geolocation API from Mapthrust :",3,"Location Data,IP Data, Website Data"
IP2Location - IP Address Geolocation Database Global,IP2Location,"IP2Location - IP Address Geolocation Database Global dataset provides information regarding: Location Data,IP Data and more.",Targeted Marketing,"IP2Location - IP Geolocation Global Web Service via REST API (4 Billion IP addresses),IPinfo.io IP Geolocation Database | IP to Geolocation | Daily Updates, Global,Geolocation API from Mapthrust,Location & Address Data Global (1.8 billion addresses) :",4,"Location Data,IP Data"
IP2Proxy - Global Proxy Detection Database by IP2Location,IP2Location,IP2Proxy - Global Proxy Detection Database by IP2Location dataset provides information regarding: IP Data and more.,,"IP2Location - IP Address Geolocation Database Global,IPinfo.io Anonymous IP Address Database | Global | VPN, Proxy, Tor, Hosting Detection | IP Reputation,Cyber Security Location data with IPV4, IPV6, SSID, BSSID and VPN flag detection.,Global IP Proxy Data for Cyber Security - Infatica :",4,IP Data
"IPinfo.io IP Geolocation Database | IP to Geolocation | Daily Updates, Global",IPinfo,"IPinfo.io IP Geolocation Database | IP to Geolocation | Daily Updates, Global dataset provides information regarding: Location Data,IP Data and more.",Targeted Marketing,"IP2Location - IP Address Geolocation Database Global,Geolocation API from Mapthrust,IPinfo.io IP Ranges to Country Database | Global | IP to Country Linkage,Global IP database - Mobile derived IP for every geo on the globe :",5,"Location Data,IP Data"
IPinfo.io Company IP Address Database | Global | IP to Company | Firmographics Data,IPinfo,"IPinfo.io Company IP Address Database | Global | IP to Company | Firmographics Data dataset provides information regarding: B2B Data,B2B Intent Data,IP Data,Website Data,Business Registry Data and more.",,"IPinfo.io Anonymous IP Address Database | Global | VPN, Proxy, Tor, Hosting Detection | IP Reputation,IP2Location - IP Address Geolocation Database Global,Lead411 Company Firmographics and Technographics,Global IP database - Mobile derived IP for every geo on the globe :",3,"B2B Data,B2B Intent Data,IP Data,Website Data,Business Registry Data"
"IPinfo.io Custom IP Address Datasets On Demand | Global Coverage, Tailored IP Address Data",IPinfo,"IPinfo.io Custom IP Address Datasets On Demand | Global Coverage, Tailored IP Address Data dataset provides information regarding: IP Data and more.",Supplier Risk,"IP2Location - IP Address Geolocation Database Global,IPinfo.io Company IP Address Database | Global | IP to Company | Firmographics Data,IP Address + Mobile ID + Email/HEM,IP Address Reputation & Intelligence :",5,IP Data
Host.io Full Domain Name Database | 430 Million Domains | By IPinfo.io,IPinfo,"Host.io Full Domain Name Database | 430 Million Domains | By IPinfo.io dataset provides information regarding: Business Registry Data,SEO & Web Advertising Data,Web Data,Website Data and more.",Competitor Analysis,"Known domains and subdomains up to level 10,peekd display ad placement performance (>5mln ad placement domains,Review Content / Summaries for the travel domain,Versium's Business REACH Direct - De-anonymize business leads, IPs and domains to enrich and append important business data to best market to your ICP :",5,"Business Registry Data,SEO & Web Advertising Data,Web Data,Website Data"
IPinfo.io IP API | Premium Plan Subscription with 2.5 Million API Requests,IPinfo,"IPinfo.io IP API | Premium Plan Subscription with 2.5 Million API Requests dataset provides information regarding: IP Data,B2B Marketing Fit Data, Online/Mobile Data and more.",,"IPinfo.io IP API | Business Plan Subscription with 1 Million API requests,IVC Israeli Tech Data API Subscription,IPinfo.io IP API | Enterprise API Subscription with 3+ Million Requests,Research & Markets: Subscriptions :",4,"IP Data,B2B Marketing Fit Data, Online/Mobile Data"
IPinfo.io Mobile IP Database | Global Coverage | IP to Carrier Linkage,IPinfo,"IPinfo.io Mobile IP Database | Global Coverage | IP to Carrier Linkage dataset provides information regarding: IP Data,Online/Mobile Data and more.",,"IPinfo.io IP Ranges to Country Database | Global | IP to Country Linkage,Global IP database - Mobile derived IP for every geo on the globe,IP2Location - IP Address Geolocation Database Global,IP Address + Mobile ID + Email/HEM :",4,"IP Data,Online/Mobile Data"
"IPinfo.io Anonymous IP Address Database | Global | VPN, Proxy, Tor, Hosting Detection | IP Reputation",IPinfo,"IPinfo.io Anonymous IP Address Database | Global | VPN, Proxy, Tor, Hosting Detection | IP Reputation dataset provides information regarding: IP Data and more.",Supplier Risk,"IP2Proxy - Global Proxy Detection Database,Cyber Security Location data with IPV4, IPV6, SSID, BSSID and VPN flag detection.,IP Address Reputation & Intelligence,IPinfo.io Company IP Address Database | Global | IP to Company | Firmographics Data :",4,IP Data
Intellectual Property (IP) Reports,IPqwery,"Intellectual Property (IP) Reports dataset provides information regarding: Economic Data,Legal and IP Data,Patent Data,Trademark Data and more.",,"Corporate Intellectual Property (IP) Holdings,Global Royalty Rates from Intellectual Property License Agreements,Property Data - Reach Property Managers and Property Owners With Our Verified and Accurate Property Data, 100M+ Business Records,Datastream Real Property and New Home Owners File USA - Property Ownership Data :",5,"Economic Data,Legal and IP Data,Patent Data,Trademark Data"
Corporate Intellectual Property (IP) Holdings,IPqwery,"Corporate Intellectual Property (IP) Holdings dataset provides information regarding: Economic Data,Legal and IP Data,Patent Data,Trademark Data,Company Data and more.",,"Intellectual Property (IP) Reports,Global Royalty Rates from Intellectual Property License Agreements,Alqami US Risk Analysis of Corporate Filings - predicting corporate financial results,Accutrend Data: B2B Corporate Business (SoS) Intelligence for USA :",5,"Economic Data,Legal and IP Data,Patent Data,Trademark Data,Company Data"
Irys Real Time & Historical - Worldwide Mobile & Connected Device Location Data,Irys,"Irys Real Time & Historical - Worldwide Mobile & Connected Device Location Data dataset provides information regarding: Location Data,GPS Data and more.",,"Caeli Ozone (O3) Air Quality - Worldwide - Historical Data (2018 - 2021),Onemata Global Raw Mobile Device Location Data - 700 Million Monthly Devices - SDK Location Data,Historical Financial Data For 230M Companies Worldwide,Datos Mobile Clickstream Data (Japan, >250k MAU, Real-time & Historical) :",5,"Location Data,GPS Data"
PeerIntent(tm) from IT Central Station: Enterprise IT buyer intent data | Global Data | High intent reading reviews,IT Central Station,"PeerIntent(tm) from IT Central Station: Enterprise IT buyer intent data | Global Data | High intent reading reviews dataset provides information regarding: B2B Intent Data,B2B Data and more.",,"IT Central Station's Tech Buyer Leads for Demand Generation,True Influence FinTech Buyer Intent Data US & Canada,ADDS Corporation | Global Verified B2B Intent Data,Intent based ABM Lead Generation Campaigns from Global 40M + opt-in audience - :",3,"B2B Intent Data,B2B Data"
Kochava Collective - Global Location Data,Kochava Collective,Kochava Collective - Global Location Data dataset provides information regarding: Location Data and more.,,"Kochava Collective - Mobile Location Data in APAC,Kochava Collective - Mobile Location Data USA,Data Collection | Online Data Collection | Image Data Collection | Text Data Collection |,Custom Hiring Data Collection, Over 50 Major Job Boards in 15 Locations - Rocks & Gold :",5,Location Data
Kochava Collective - Mobile Location Data in APAC,Kochava Collective,Kochava Collective - Mobile Location Data in APAC dataset provides information regarding: Location Data and more.,,"Kochava Collective - Mobile Location Data USA,Kochava Collective - Global Location Data,Data Collection | Online Data Collection | Image Data Collection | Text Data Collection |,Lifesight Mobility/ Raw Location Data | Global mobile location data (2 years history) :",3,Location Data
Kochava Collective - Mobile Location Data USA,Kochava Collective,Kochava Collective - Mobile Location Data USA dataset provides information regarding: Location Data and more.,,"Kochava Collective - Mobile Location Data in APAC,Kochava Collective - Global Location Data,Data Collection | Online Data Collection | Image Data Collection | Text Data Collection |,Lifesight USA Mobility Data | US mobile location data (1 year history) :",3,Location Data
Kochava Collective - Global Demographic Data matched to Device IDs,Kochava Collective,"Kochava Collective - Global Demographic Data matched to Device IDs dataset provides information regarding: Demographic Data,Location Data,Online/Mobile Data and more.",,"Kochava Collective - Global Devices matched to Carrier Data,Kochava Collective - Hashed Emails matched to Devices Globally,Demografy's Consumer Demographics Prediction,Solipay Worldwide GDPR-Compliant PII, Demographics, and Device Data, 40K+ profiles :",3,"Demographic Data,Location Data,Online/Mobile Data"
